164,Wake up!,Wake up!,EXPERT,26,01:45.8,722,Popipa,"Dec 31, 2018",7.216/sec,176,176,https://bangdream.blog.so-net.ne.jp/2018-12-31,01:45.720,01:45.720,01:45.001,01:40.056
164,Wake up!,Wake up!,HARD,19,01:45.8,478,Popipa,"Dec 31, 2018",4.778/sec,176,176,https://bangdream.blog.so-net.ne.jp/2018-12-31-4,01:45.720,01:45.720,01:45.001,01:40.056
164,Wake up!,Wake up!,NORMAL,14,01:45.8,255,Popipa,"Dec 31, 2018",2.580/sec,176,176,https://bangdream.blog.so-net.ne.jp/2018-12-31-5,01:45.720,01:45.720,01:45.001,01:38.863
164,Wake up!,Wake up!,EASY,7,01:45.8,137,Popipa,"Dec 31, 2018",1.393/sec,176,176,https://bangdream.blog.so-net.ne.jp/2018-12-31-6,01:45.720,01:45.720,01:43.637,01:38.352
163,瞬間センチメンタル,Shunkan Sentimental,EXPERT,26,01:37.2,709,Afterglow,"Dec 30, 2018",7.786/sec,168,168,https://bangdream.blog.so-net.ne.jp/2018-12-24-1,01:37.176,01:37.176,01:35.715,01:31.071
163,瞬間センチメンタル,Shunkan Sentimental,HARD,19,01:37.2,446,Afterglow,"Dec 30, 2018",4.927/sec,168,168,https://bangdream.blog.so-net.ne.jp/2018-12-24-5,01:37.176,01:37.176,01:35.715,01:30.535
163,瞬間センチメンタル,Shunkan Sentimental,NORMAL,14,01:37.2,235,Afterglow,"Dec 30, 2018",2.586/sec,168,168,https://bangdream.blog.so-net.ne.jp/2018-12-24-6,01:37.176,01:37.176,01:35.715,01:30.892
163,瞬間センチメンタル,Shunkan Sentimental,EASY,8,01:37.2,139,Afterglow,"Dec 30, 2018",1.521/sec,168,168,https://bangdream.blog.so-net.ne.jp/2018-12-24-7,01:37.176,01:37.176,01:35.715,01:31.428
162,奏（かなで）,Kanade,EXPERT,22,02:01.7,491,Pasupare,"Dec 24, 2018",4.219/sec,75,75,https://bangdream.blog.so-net.ne.jp/2018-12-24,02:01.656,02:01.656,02:01.600,01:56.400
162,奏（かなで）,Kanade,HARD,16,02:01.7,346,Pasupare,"Dec 24, 2018",3.004/sec,75,75,https://bangdream.blog.so-net.ne.jp/2018-12-24-2,02:01.656,02:01.656,02:01.600,01:55.200
162,奏（かなで）,Kanade,NORMAL,12,02:01.7,187,Pasupare,"Dec 24, 2018",1.635/sec,75,75,https://bangdream.blog.so-net.ne.jp/2018-12-24-3,02:01.656,02:01.656,02:01.600,01:54.400
162,奏（かなで）,Kanade,EASY,6,02:01.7,98,Pasupare,"Dec 24, 2018",0.908/sec,75,75,https://bangdream.blog.so-net.ne.jp/2018-12-24-4,02:01.656,02:01.656,01:55.200,01:48.000
161,ツキアカリのミチシルベ,Tsukiakari no Michishirube,EXPERT,24,01:52.6,569,Roselia,"Dec 20, 2018",5.467/sec,133,125-133,https://bangdream.blog.so-net.ne.jp/2018-12-20,01:52.512,01:52.512,01:48.618,01:44.095
161,ツキアカリのミチシルベ,Tsukiakari no Michishirube,HARD,17,01:52.6,392,Roselia,"Dec 20, 2018",3.750/sec,133,125-133,https://bangdream.blog.so-net.ne.jp/2018-12-20-1,01:52.512,01:52.512,01:48.618,01:44.546
161,ツキアカリのミチシルベ,Tsukiakari no Michishirube,NORMAL,13,01:52.6,230,Roselia,"Dec 20, 2018",2.196/sec,133,125-133,https://bangdream.blog.so-net.ne.jp/2018-12-20-2,01:52.512,01:52.512,01:48.618,01:44.771
161,ツキアカリのミチシルベ,Tsukiakari no Michishirube,EASY,7,01:52.6,133,Roselia,"Dec 20, 2018",1.292/sec,133,125-133,https://bangdream.blog.so-net.ne.jp/2018-12-20-3,01:52.512,01:52.512,01:48.618,01:42.967
